Participant_Name_PrimaryOrganization,Participant_Name_SubordinateOrganization,Participant_ID,Org_Level,Type,Sub_Type,City,ZIP_Code,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notifications_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased
Quest Diagnostics,Quest Diagnostics,DXF005249,Sub,Ancillary Care,Clinical laboratory,Berkeley,94705,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005250,Sub,Ancillary Care,Clinical laboratory,Lynwood,90262,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005251,Sub,Ancillary Care,Clinical laboratory,Sacramento,95834,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005252,Sub,Ancillary Care,Clinical laboratory,Sacramento,95834,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005253,Sub,Ancillary Care,Clinical laboratory,Orange,92868,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005254,Sub,Ancillary Care,Clinical laboratory,Arcadia,91007,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005255,Sub,Ancillary Care,Clinical laboratory,Riverside,92503,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005256,Sub,Ancillary Care,Clinical laboratory,Highland,92346,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005257,Sub,Ancillary Care,Clinical laboratory,Fresno,93720,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005258,Sub,Ancillary Care,Clinical laboratory,Van Nuys,91405,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005259,Sub,Ancillary Care,Clinical laboratory,West Hills,91304,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005260,Sub,Ancillary Care,Clinical laboratory,West Hills,91304,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005261,Sub,Ancillary Care,Clinical laboratory,West Hills,91304,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005262,Sub,Ancillary Care,Clinical laboratory,Merced,95341,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005263,Sub,Ancillary Care,Clinical laboratory,San Diego,92126,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics,Quest Diagnostics,DXF005264,Sub,Ancillary Care,Clinical laboratory,Bakersfield,93311,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics Nichols Institute,none identified,DXF005336,Primary,Ancillary Care,Clinical laboratory,San Juan Capistrano,92675,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics Nichols Institute,Quest Diagnostics,DXF005591,Sub,Ancillary Care,Clinical laboratory,San Juan Capistrano,92675-2042,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Quest Diagnostics Nichols Institute,Nichols Institute West Hills,DXF005592,Sub,Ancillary Care,Clinical laboratory,West Hills,91304-3226,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
R Ruiz M D A Professional Corporation,none identified,DXF003542,Primary,Ambulatory Care Settings,Physician practice,Montebello,90640,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"R. Ruiz, M.D., A Medical Corporation",none identified,DXF003389,Primary,Ambulatory Care Settings,Physician practice,RIALTO,92376-6523,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Radhey S Bansal,MD Inc",none identified,DXF001479,Primary,Ambulatory Care Settings,Medical group,Delano,93215,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Radiant Health Centers,none identified,DXF003460,Primary,Community-Based Organizations,Continuum of Care organization (CoC),Irvine,92614,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
RADIANT PRIMARY CARE,none identified,DXF000840,Primary,Acute Care Settings,General acute care hospital,victorville,92395,No,Manifest MedEx,Cozeva,Manifest MedEx,NA,NA,NA,NA,NA
"Radiology Associates of San Luis Obispo, A Medical Group, Inc.",none identified,DXF001753,Primary,Ambulatory Care Settings,Medical group,Atascadero,934232920,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Raed Al-Naser, MD A Medical Corporation",none identified,DXF001346,Primary,Emergency Medical Service Providers,not selected,La Mesa,91942,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rahul Grover Inc,none identified,DXF003338,Primary,Ambulatory Care Settings,Physician practice,Los Angeles,90077,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"RAHUL L PATEL, MD",none identified,DXF000882,Primary,Ambulatory Care Settings,Physician practice,Manteca,95336,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Raincross Medical Group,none identified,DXF001062,Primary,Ambulatory Care Settings,Medical group,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"RAINCROSS URGENT CARE, INC.",none identified,DXF004464,Primary,Ambulatory Care Settings,Urgent care,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Raincross Womens Medical Group,none identified,DXF003227,Primary,Community-Based Organizations,Other community-based service provider,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Raincross Womens Medical Group,"Alonso R. Ojeda, M.D.",DXF003231,Sub,Community-Based Organizations,Other community-based service provider,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Raincross Womens Medical Group,"Serafin Salazar, M.D.",DXF003232,Sub,Community-Based Organizations,Other community-based service provider,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Raincross Womens Medical Group,"Leila Magistrado, M.D.",DXF003233,Sub,Community-Based Organizations,Other community-based service provider,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"RAMAN CHOPRA MD, INC",none identified,DXF003734,Primary,Community-Based Organizations,Other community-based service provider,Garden Grove,92843,No,Cozeva,SELF,SELF,NA,chopraofficemer@yahoo.com,7146380232,NA,NA
"RAMAN CHOPRA MD, INC","JANAK CHOPRA MD, INC",DXF003735,Sub,Community-Based Organizations,Other community-based service provider,Garden Grove,92843,No,Cozeva,SELF,SELF,NA,chopraofficemer@yahoo.com,7146380232,NA,NA
"Ramona Care, Inc.",none identified,DXF005033,Primary,Subacute Care Facility,Skilled nursing facility,El Monte,91732,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Family medical group,none identified,DXF000996,Primary,Acute Care Settings,General acute care hospital,Temecula,92590,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Family medical group,none identified,DXF001000,Primary,Ambulatory Care Settings,Medical group,Menifee,92584,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Family medical group,none identified,DXF001636,Primary,Ambulatory Care Settings,Medical group,Temecula,92590,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Family medical group,none identified,DXF001773,Primary,Ambulatory Care Settings,Medical group,Temecula,92590,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Family medical group,Rancho Family Medical Group,DXF001999,Sub,Ambulatory Care Settings,Medical group,Temecula,92590,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Family medical group,none identified,DXF002387,Primary,Ambulatory Care Settings,not selected,Hemet,92545,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Health MSO,none identified,DXF001020,Primary,not selected,not selected,Temecula,92590,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Health MSO,Rancho Family Medical Group,DXF001148,Sub,Ambulatory Care Settings,Medical group,Temecula,92590,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Health MSO,Primary Medical Group of Ventura County Holdings Inc,DXF001149,Sub,Ambulatory Care Settings,Medical group,ventura,93001,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Health MSO,San Diego Medical Group,DXF001234,Sub,Ambulatory Care Settings,Medical group,San Diego,92103,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Medical Clinic,none identified,DXF002062,Primary,Ambulatory Care Settings,Physician practice,MORENO VALLEY,92553,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rancho Wellness,none identified,DXF002298,Primary,Emergency Medical Service Providers,not selected,Rancho Cucamonga,91730,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ravenswood Family Health Network,none identified,DXF003008,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),East Palo Alto,94303,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Raymond Huang, MD",none identified,DXF004378,Primary,Ambulatory Care Settings,Physician practice,San Jose,95124,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Raymond Huang, MD","Raymond Huang, MD",DXF004379,Sub,Ambulatory Care Settings,Physician practice,San Jose,95124,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Razavi Corp. DBA Hilldale Habilitation Center,none identified,DXF005331,Primary,Intermediaries,Other intermediary,La Mesa,91942,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Reach Healthcare,none identified,DXF005156,Primary,Community-Based Organizations,Other community-based service provider,San Diego,92196,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Rebecca McMahon, LCSW",none identified,DXF004666,Primary,Community-Based Organizations,Other community-based service provider,Salida,95368,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rebuilding Together Oakland East Bay,none identified,DXF004432,Primary,Community-Based Organizations,Other community-based service provider,Oakland,94607,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
RED BLUFF HEALTHCARE CENTER,none identified,DXF004816,Primary,Subacute Care Facility,Skilled nursing facility,Red Bluff,96080,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Red Bluff Unified Elementary School District,none identified,DXF003552,Primary,Intermediaries,Other intermediary,Red Bluff,96080,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Redding Critical Care Medical Group, Inc",none identified,DXF001263,Primary,Ambulatory Care Settings,Medical group,Redding,96099,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redding Pain Medicine,none identified,DXF004681,Primary,not selected,not selected,Redding,96001,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redding Post Acute,none identified,DXF003532,Primary,Subacute Care Facility,Skilled nursing facility,Redding,96001,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Redding Radiation Oncologists, PC",none identified,DXF001510,Primary,Ambulatory Care Settings,Physician practice,Fort Myers,33907,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redding Urologic Associates,none identified,DXF001415,Primary,Ambulatory Care Settings,Physician practice,Redding,96001,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redlands Community Hospital,none identified,DXF002090,Primary,Acute Care Settings,General acute care hospital,Redlands,92373,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redlands Community Hospital,Redlands Family Clinic,DXF002100,Sub,Ambulatory Care Settings,Community clinic or free clinic,Redlands,92373,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redlands Community Hospital,Yucaipa Family Clinic,DXF002101,Sub,Ambulatory Care Settings,Community clinic or free clinic,Redlands,92373,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Redlands Family Practice Medical Group, Inc. dba San Bernadino Medical Group, Inc.",none identified,DXF000689,Primary,Ambulatory Care Settings,Medical group,Redlands,92373,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
Redwood Coast Medical Services,none identified,DXF004372,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Gualala,95445,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redwood Orthopaedic Surgery Associates,none identified,DXF000654,Primary,Ambulatory Care Settings,Physician practice,Santa Rosa,95403,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redwood Pediatric Medical Group,none identified,DXF004565,Primary,Ambulatory Care Settings,Rural health center (RHC),Fortuna,95540,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Redwoods Rural Health Center,none identified,DXF002575,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Redway,95560,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Regent Medical Group, Inc.",none identified,DXF002274,Primary,Ambulatory Care Settings,Medical group,Cypress,90630-0063,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Regent Medical Group, Inc.","California Pacific Physicians Medical Group, Inc.",DXF004720,Sub,Ambulatory Care Settings,Independent practice associations,Cypress,90630-0063,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
REGIONAL HEART CENTER CARDIOLOGY,none identified,DXF001711,Primary,Ambulatory Care Settings,Physician practice,Thousand Oaks,91360,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rehab Labs,none identified,DXF004279,Primary,Ambulatory Care Settings,Rural health center (RHC),Palm Desert,92260,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rekha Murali  MD Inc,none identified,DXF000621,Primary,Ambulatory Care Settings,Physician practice,San Ramon,94583,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Reliable Medical Associates,none identified,DXF004096,Primary,Ambulatory Care Settings,not selected,Beverly Hills,90211,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Renaissance Healthcare for Women,none identified,DXF004232,Primary,Ambulatory Care Settings,Physician practice,Mountain View,94040,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Renal Consultants of Ventura County,none identified,DXF002172,Primary,Ancillary Care,Other ancillary care provider,Oxnard,93036,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Renal Medical Group,none identified,DXF002103,Primary,Ambulatory Care Settings,Medical group,Visalai,93277,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,none identified,DXF004942,Primary,Ancillary Care,Other ancillary care provider,Monrovia,91016,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Orinda Care Center,DXF004943,Sub,Ancillary Care,Other ancillary care provider,Orinda,94563,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Griffith Park Healthcare Center,DXF004945,Sub,Ancillary Care,Other ancillary care provider,Glendale,91201,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Santa Fe Heights Healthcare Center,DXF004946,Sub,Ancillary Care,Other ancillary care provider,Compton,91775,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Simi Healthcare Center,DXF004947,Sub,Ancillary Care,Other ancillary care provider,SIMI VALLEY,93063,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Hyde Park Healthcare Center,DXF004948,Sub,Ancillary Care,Other ancillary care provider,SIMI VALLEY,93063,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Healthcare Center of Orange County,DXF004949,Sub,Ancillary Care,Other ancillary care provider,Buena Park,90620,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Redwood Healthcare Center,DXF004950,Sub,Ancillary Care,Other ancillary care provider,Oakland,94619,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Lake Merritt Healthcare Center,DXF004951,Sub,Ancillary Care,Other ancillary care provider,Oakland,94610,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Valley Vista Nursing and Transitional Care,DXF004952,Sub,Ancillary Care,Other ancillary care provider,North Hollywood,91606,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Inland Valley Care and Rehab,DXF004953,Sub,Ancillary Care,Other ancillary care provider,Pomona,91768,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Holiday Manor Care Center,DXF004954,Sub,Ancillary Care,Other ancillary care provider,Canoga Park,91306,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Herman Healthcare Center,DXF004955,Sub,Ancillary Care,Other ancillary care provider,San Jose,95125,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Asistencia Villa Rehab and Care Center,DXF004956,Sub,Ancillary Care,Other ancillary care provider,Redlands,92373,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Mesa Glen Care Center,DXF004957,Sub,Ancillary Care,Other ancillary care provider,Glendora,91740,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Rancho Mesa Care Center,DXF004958,Sub,Ancillary Care,Other ancillary care provider,Alta Loma,91701,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Villa Mesa Care Center,DXF004959,Sub,Ancillary Care,Other ancillary care provider,Upland,91786,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Chestnut Ridge Post Acute,DXF004960,Sub,Ancillary Care,Other ancillary care provider,Glendale,91204,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,Miracle Mile Healthcare Center,DXF004961,Sub,Ancillary Care,Other ancillary care provider,Los Angeles,90043,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
ReNew Health Consulting Services,San Marino Healthcare Center,DXF004962,Sub,Ancillary Care,Other ancillary care provider,San Gabriel,91775,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Reproductive Health Care Center, Inc.",none identified,DXF001410,Primary,Community-Based Organizations,Other community-based service provider,Fullerton,92833,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Resources For Independent Living,none identified,DXF005109,Primary,Community-Based Organizations,Other community-based service provider,Sacramento,95814,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Retina Orange County, Inc.",none identified,DXF000152,Primary,Ambulatory Care Settings,Physician practice,Irvine,92618,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Retina-Vitreous Associates Medical Group,none identified,DXF001712,Primary,Ambulatory Care Settings,Physician practice,Los Angeles,90017,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Retirement Housing Foundation,none identified,DXF005317,Primary,Ancillary Care,Other ancillary care provider,Auburn,95603,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Retirement Housing Foundation,Auburn Ravine Terrace,DXF005319,Sub,Ancillary Care,Other ancillary care provider,Auburn,95603,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rex Medical,none identified,DXF003547,Primary,not selected,not selected,Duarte,91010,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
reza shafee md inc,none identified,DXF000672,Primary,Ambulatory Care Settings,Physician practice,Santa Ana,92705,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
RH Community Builders LP,none identified,DXF002641,Primary,Community-Based Organizations,Other community-based service provider,Fresno,93703,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"RheoMed MSO, Inc",none identified,DXF004653,Primary,Ambulatory Care Settings,Independent practice associations,Orange,92868,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rhonda Rand,none identified,DXF000196,Primary,Ambulatory Care Settings,not selected,Beverly Hills,90210,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Richard K N Ryu MD,none identified,DXF001627,Primary,not selected,not selected,Santa Barbara,93105,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Richmond Post Acute Care,none identified,DXF002581,Primary,Subacute Care Facility,Skilled nursing facility,Richmond,95662,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Ridgecrest Regional Hospital - Ridgecrest, CA",none identified,DXF004384,Primary,Acute Care Settings,General acute care hospital,Ridgecrest,93555-3130,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Ridgecrest Regional Hospital - Ridgecrest, CA",Ridgecrest Rural Health Clinic,DXF004385,Sub,Ambulatory Care Settings,Rural health center (RHC),Ridgecrest,93555-3130,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Ridgecrest Regional Hospital - Ridgecrest, CA",Southern Sierra Medical Clinic,DXF004386,Sub,Ambulatory Care Settings,Rural health center (RHC),Ridgecrest,93555-3130,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Ridgecrest Regional Hospital - Ridgecrest, CA",Ridgecrest Obstetrics,DXF004387,Sub,Ambulatory Care Settings,Rural health center (RHC),Ridgecrest,93555-3130,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Ridgecrest Regional Hospital - Ridgecrest, CA",China Lake Community Health Clinic,DXF004388,Sub,Ambulatory Care Settings,Rural health center (RHC),Ridgecrest,93555-3130,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
RIDGECREST REGIONAL HOSPITAL - RURAL HEALTH CLINIC,none identified,DXF001920,Primary,Ambulatory Care Settings,Rural health center (RHC),Ridgecrest,93555,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ridgeview Health Center,none identified,DXF003755,Primary,Subacute Care Facility,Skilled nursing facility,San Diego,92131,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
RightRX,none identified,DXF001858,Primary,Pharmacy,not selected,Brea,92821,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ripon Family Physicians,none identified,DXF001987,Primary,Ambulatory Care Settings,Physician practice,Ripon,95366,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rishu Gupta MD Inc,none identified,DXF002022,Primary,not selected,not selected,Poway,92064,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Rishu Gupta MD Inc,Rishu Gupta MD Inc,DXF002023,Sub,Ambulatory Care Settings,Physician practice,Poway,92064,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ritter Center,none identified,DXF002904,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),San Rafael,94901,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
River City Medical Group,none identified,DXF000051,Primary,Ambulatory Care Settings,not selected,Sacramento,95831,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverbend Nursing Center,none identified,DXF005411,Primary,Subacute Care Facility,Skilled nursing facility,West Sacramento,95691,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverpointe post acute,none identified,DXF004880,Primary,Community-Based Organizations,Other community-based service provider,Carmichael,95608,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Riverside Care, Inc",none identified,DXF005045,Primary,Subacute Care Facility,Skilled nursing facility,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Riverside Care, Inc",Valencia Gardens Health Care Center,DXF005046,Sub,Subacute Care Facility,Skilled nursing facility,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Riverside Community Healthplan Medical Group, Inc. dba, Riverside Physicians Network",none identified,DXF000688,Primary,Ambulatory Care Settings,Medical group,Riverside,92507,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
Riverside Family Physicians,none identified,DXF000274,Primary,not selected,not selected,Riverside,92501,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Riverside Family Physicians,none identified,DXF001001,Primary,Ambulatory Care Settings,Physician practice,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Riverside Healthcare and Wellness, LLC",none identified,DXF005047,Primary,Subacute Care Facility,Skilled nursing facility,Riverside,92503,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
